year,price,location,branch,model,origin,km_driven,external_color,internal_color,num_seats,fuels,engine_capacity,gearbox,wheel_drive,car_type,prediction
2017,455.0,18,4,46,0,11000.0,9,3,1,0,2.0,0,0,1,770.1166666666666
2014,720.0,2,0,7,1,60000.0,2,2,1,0,2.4,0,2,1,691.7816666666665
2019,722.0,2,10,27,0,0.0,0,2,0,0,2.0,0,0,3,987.23
2016,1250.0,2,16,52,1,60000.0,6,4,0,0,2.0,0,3,1,1690.6933333333332
2014,380.0,2,4,68,0,80000.0,9,2,0,0,1.6,1,0,3,286.67
2016,1435.0,2,6,38,0,8999.0,9,0,0,0,2.0,0,3,1,1770.7270476190474
2007,223.0,2,5,93,1,0.0,9,2,0,0,1.3,0,0,4,209.19
2014,385.0,27,5,6,0,70000.0,4,0,2,0,2.0,1,1,0,450.05666666666673
2006,125.0,2,15,90,0,101000.0,9,11,0,0,1.6,1,0,3,165.63
2016,982.0,2,6,8,0,39000.0,6,0,0,0,2.0,0,1,3,750.2433333333335
2009,110.0,17,0,13,1,0.0,4,6,0,0,1.1,1,0,4,166.765
2009,70.0,20,1,70,0,0.0,4,6,0,0,0.8,1,0,4,99.87
2010,525.0,4,0,184,1,45000.0,15,0,10,1,2.5,1,1,5,316.08
2020,535.0,2,7,9,0,0.0,6,2,0,0,1.5,0,0,3,793.5
2010,698.0,2,5,24,1,89000.0,7,0,0,0,2.5,0,0,3,371.2
2020,528.0,15,5,18,0,16000.0,0,1,0,0,1.5,0,0,3,666.575
2021,1665.0,4,6,8,0,7777.0,6,0,0,0,2.0,0,1,3,998.7666666666665
2004,34.0,39,15,51,0,0.0,8,2,0,0,0.8,1,0,4,62.09
2015,715.0,2,3,3,1,77000.0,5,9,0,1,3.2,0,2,2,1330.94
2014,859.0,2,6,23,0,58000.0,9,2,0,0,2.0,0,1,3,502.02
2019,335.0,4,4,14,0,30000.0,6,0,0,0,1.25,0,0,4,465.93
2017,519.0,2,10,17,0,40000.0,6,2,0,0,1.5,0,0,3,652.245
2019,605.0,4,5,6,0,65000.0,6,0,2,0,2.0,1,1,0,836.21
2015,585.0,2,5,5,0,90000.0,11,0,2,0,2.7,0,1,1,917.79
2019,490.0,2,0,33,0,35000.0,6,9,0,0,1.4,0,0,3,732.64
2019,1180.0,2,5,24,1,25000.0,9,2,0,0,2.5,0,0,3,810.6133333333335
2011,155.0,0,1,70,1,70000.0,0,8,3,0,1.0,0,0,5,205.67
2021,979.0,2,2,50,0,5000.0,6,4,0,0,2.0,0,1,3,890.07
2017,490.0,2,5,6,0,820000.0,4,4,2,0,2.0,1,1,0,820.6549999999999
2019,373.0,3,5,18,0,0.0,6,9,0,0,1.5,1,0,3,441.78333333333336
2015,598.0,19,5,5,0,95000.0,4,6,2,0,2.7,0,1,1,915.77
2019,4050.0,2,11,25,1,17000.0,3,4,0,0,3.5,0,3,1,3760.3682857142867
2019,1160.0,2,0,7,0,26789.0,12,9,1,1,2.2,0,3,1,1124.81
2014,558.0,2,10,47,0,0.0,4,2,0,0,2.0,0,0,1,695.29
2019,999.0,4,5,5,0,40000.0,11,4,2,1,2.4,0,1,1,1121.15
2011,860.0,2,5,168,1,0.0,3,6,1,0,2.7,0,0,1,517.24
2010,1250.0,4,11,152,1,90000.0,6,0,4,0,2.5,0,1,8,810.2725
2016,2550.0,4,5,114,1,0.0,6,3,1,0,3.5,0,0,5,2229.59
2005,200.0,2,19,185,0,35000.0,9,6,0,0,1.6,0,0,3,284.52
2016,238.0,4,4,14,0,60.0,6,7,0,0,1.25,1,0,4,231.602
2018,1770.0,2,6,38,0,60000.0,6,0,0,0,2.0,0,3,1,2187.4717142857144
2017,420.0,39,7,9,0,0.0,0,2,0,0,1.5,0,0,3,623.16
2015,2520.0,2,18,140,1,48000.0,6,9,0,0,3.0,0,3,1,1629.87
2015,135.0,2,1,70,0,0.0,6,7,3,0,0.8,1,0,5,187.855
2021,652.0,2,10,64,1,0.0,8,2,0,1,2.2,0,1,2,889.26
2008,182.0,0,4,14,1,0.0,3,2,0,0,1.0,0,0,4,209.48166666666668
2021,535.0,2,5,18,0,2600.0,0,0,0,0,1.5,0,0,3,669.115
2019,830.0,2,10,47,0,25000.0,0,2,0,0,2.5,0,0,1,1373.560857142857
2015,475.0,4,5,93,1,52000.0,6,9,0,0,1.3,0,0,4,562.4133333333334
2017,765.0,2,7,16,0,49000.0,6,2,0,0,2.4,0,0,1,1141.44
2014,250.0,21,4,14,0,80000.0,4,2,0,0,1.25,0,0,4,382.22
2015,195.0,15,4,14,0,100000.0,6,2,0,0,1.0,1,0,4,202.31416666666664
2015,1565.0,2,5,88,1,75000.0,9,2,1,0,2.7,0,2,1,690.48
2021,2450.0,2,6,38,0,11000.0,8,2,0,0,2.0,0,3,1,2890.7
2007,350.0,21,5,24,0,0.0,11,0,0,0,2.4,0,0,3,350.57
2021,930.0,6,10,47,0,27000.0,6,10,0,0,2.5,0,0,1,1477.5676666666666
2012,960.0,2,18,107,1,0.0,8,4,0,0,2.0,0,3,1,837.02
2010,320.0,2,4,44,1,88888.0,4,2,0,0,1.6,0,0,3,317.51
2020,880.0,13,4,133,0,120000.0,12,14,1,1,2.2,0,0,5,1239.8666666666666
2017,432.0,2,10,71,0,0.0,0,3,0,0,1.5,0,0,3,623.9196666666667
2018,800.0,5,3,3,1,0.0,10,2,0,1,2.0,0,2,2,1066.2399999999998
2018,533.0,12,5,6,0,0.0,4,6,2,0,2.0,1,1,0,830.77
2017,880.0,4,5,5,1,70000.0,7,4,2,0,2.7,0,1,1,862.785
2013,1250.0,4,18,107,1,45000.0,9,4,0,0,2.0,0,3,1,835.6
2008,210.0,7,7,26,0,120000.0,9,0,0,0,1.8,1,0,3,237.48
2015,285.0,12,4,14,0,83000.0,0,4,0,0,1.25,0,0,4,327.45
2018,2930.0,2,11,25,1,30000.0,3,0,0,0,2.0,0,3,1,2316.639166666667
2009,115.0,22,15,39,0,12000.0,4,0,0,0,1.5,1,0,3,175.43
2007,160.0,4,3,72,0,0.0,11,6,8,1,2.4,1,1,5,272.44666666666666
2020,3850.0,2,6,20,0,3000.0,9,2,0,0,3.0,0,1,3,3787.99
2019,289.0,2,0,10,0,20000.0,4,0,0,0,1.25,1,0,4,302.1583333333333
2019,625.0,2,0,169,0,25000.0,0,2,0,0,2.0,0,0,0,1341.37
2016,730.0,2,3,3,1,0.0,5,9,0,1,3.2,0,2,2,1611.64
2015,320.0,2,10,71,0,64000.0,0,2,0,0,1.5,0,0,4,477.82666666666665
2017,5900.0,2,11,66,1,25000.0,8,4,0,2,3.5,0,0,3,1196.89
2009,550.0,11,5,24,1,135000.0,9,2,0,0,2.5,0,0,3,346.55833333333334
2018,1295.0,2,6,8,0,35000.0,6,2,0,0,2.0,0,1,3,836.724
2011,410.0,41,10,27,1,15000.0,6,2,0,0,2.0,0,0,3,334.38
2000,125.0,15,10,99,0,190000.0,9,9,0,0,2.0,1,0,3,90.8
2015,293.0,4,1,56,0,0.0,9,0,0,0,1.6,1,0,3,373.61
2020,780.0,4,10,47,0,16000.0,6,2,0,0,2.0,0,0,1,1100.851
2009,270.0,0,5,6,0,13500000.0,4,1,2,0,2.0,1,1,0,314.44
2011,245.0,2,4,14,1,0.0,6,2,0,0,1.0,0,0,4,264.91
2012,156.0,2,0,10,1,0.0,4,6,0,0,1.1,1,0,4,182.13
2017,1090.0,2,13,86,1,45000.0,9,0,0,0,2.0,0,1,3,630.7133333333334
2009,148.0,25,15,90,0,0.0,4,6,0,0,1.6,1,0,3,211.39
2016,298.0,2,4,14,0,58000.0,0,6,0,0,1.25,0,0,4,347.69
2011,180.0,32,5,18,0,0.0,11,3,0,0,1.5,1,0,3,213.58
2017,470.0,13,17,45,1,800000.0,4,0,0,1,2.5,0,1,2,663.7916666666665
2020,5500.0,2,14,137,1,2500.0,0,0,3,0,2.0,0,1,6,3240.245
2018,939.0,4,5,5,1,45000.0,9,4,2,0,2.7,0,2,1,1141.5766666666668
2016,452.0,53,1,175,0,0.0,6,6,1,0,1.8,0,0,1,707.17
2013,2579.0,2,11,101,1,46000.0,9,4,1,0,4.6,0,3,1,1175.7600000000002
2018,670.0,4,5,6,0,88000.0,4,4,2,0,2.0,0,1,0,854.48
2019,340.0,4,5,91,1,57000.0,3,2,0,0,1.2,0,0,4,590.2808333333334
2010,140.0,16,15,90,0,0.0,9,4,0,0,1.6,1,0,3,212.02
2019,470.0,25,5,18,0,37000.0,6,0,0,0,1.5,0,0,3,642.1916666666666
2017,520.0,2,5,93,1,60000.0,8,2,0,0,1.5,0,0,4,702.7966666666666
2020,551.0,4,5,18,0,6000.0,0,0,0,0,1.5,0,0,3,663.315
2019,550.0,0,5,6,0,70000.0,11,6,2,0,2.0,1,1,0,858.4
2018,1729.0,4,6,38,0,53000.0,9,2,0,0,2.0,0,3,1,2230.9040476190476
2019,1789.0,2,6,23,0,24000.0,8,2,0,0,2.0,0,1,3,821.55
2022,1489.0,4,3,3,1,5000.0,8,11,0,1,2.0,0,2,2,1501.05
2017,430.0,27,4,46,0,66000.0,6,0,1,0,2.0,1,0,1,696.01
2018,565.0,2,10,17,0,40000.0,6,2,0,0,1.5,0,0,3,809.1941666666667
2017,429.0,13,5,18,0,50000.0,12,0,0,0,1.5,0,0,3,580.62
2013,545.0,2,7,16,0,80000.0,9,0,0,0,2.0,0,0,1,708.8325
2013,2579.0,2,11,101,1,88888.0,9,4,1,0,4.6,0,3,1,1163.1766666666667
2017,450.0,2,5,18,0,60888.0,12,0,0,0,1.5,0,0,3,597.3733333333333
2018,1399.0,2,6,38,0,39000.0,6,2,0,0,2.0,0,1,1,1010.3208333333333
2019,602.0,17,10,17,0,40000.0,9,2,0,0,1.5,0,0,3,817.6941666666667
2020,755.0,2,5,28,1,30000.0,4,4,0,1,2.4,0,1,2,859.7246666666667
2018,535.0,13,1,124,1,45000.0,6,2,0,1,2.5,0,1,2,723.2905000000001
2021,13500.0,2,6,11,1,6000.0,6,4,0,0,4.0,0,3,1,5815.131047619048
2017,300.0,2,5,18,0,90000.0,9,0,0,0,1.5,0,0,3,582.7233333333334
2016,250.0,12,4,14,0,12000.0,4,9,0,0,1.25,1,0,4,228.46099999999998
2021,885.0,20,19,62,0,2800.0,6,2,1,0,2.0,0,0,1,1680.33
2020,739.0,0,3,3,1,18000.0,6,4,0,1,2.2,0,1,2,1189.1833333333334
2017,513.0,4,0,29,0,0.0,9,6,0,0,2.0,0,0,3,912.6266666666667
2016,640.0,4,5,6,0,105000.0,10,4,1,0,2.0,0,1,0,814.9399999999998
2008,258.0,19,15,90,1,84820.0,4,4,0,0,1.6,0,0,3,231.9
2018,668.0,2,5,19,0,38600.0,2,2,0,0,2.0,0,0,3,766.9933333333333
2016,419.0,2,10,71,0,55000.0,0,2,0,0,1.5,0,0,3,482.19166666666666
2016,750.0,2,3,3,1,120000.0,10,2,0,1,3.2,0,2,2,1520.69
2011,1400.0,4,6,165,1,100000.0,9,2,1,0,5.5,0,3,1,1276.84
2020,4250.0,2,11,25,1,19000.0,6,4,1,0,3.5,0,3,1,4170.074333333334
2003,52.0,2,15,180,0,0.0,6,7,0,0,1.5,1,0,3,86.37
2014,343.0,2,5,6,0,0.0,4,6,2,0,2.0,1,1,0,444.13666666666666
2014,179.0,7,4,14,0,0.0,4,2,0,0,1.25,1,0,4,209.7733333333333
2015,325.0,4,8,54,1,137000.0,12,2,1,0,1.4,0,0,1,419.15
2008,780.0,4,6,165,1,72000.0,8,15,1,0,5.5,0,3,1,1042.3575
2010,345.0,2,5,19,0,0.0,9,0,0,0,1.8,1,0,3,282.0325
2008,215.0,15,5,18,0,162345.0,9,0,0,0,1.5,1,0,3,187.7
2019,688.0,4,7,26,1,38000.0,8,13,0,0,1.8,0,0,3,748.0228571428571
2021,545.0,4,0,33,0,16000.0,6,0,0,0,1.4,0,0,3,704.275
2005,155.0,6,19,77,0,190000.0,8,7,2,0,2.0,1,1,1,155.7
2013,343.0,4,3,103,0,0.0,6,3,0,0,1.6,0,0,4,583.28
2016,365.0,2,8,12,0,50000.0,6,2,0,0,1.4,0,0,4,430.78066666666666
2017,1429.0,2,6,38,0,69000.0,6,2,0,0,2.0,0,3,1,1719.04
2008,559.0,2,5,186,1,0.0,12,0,0,0,3.5,0,0,3,557.26
2002,90.0,27,15,37,0,6800.0,9,9,0,0,1.6,1,0,3,113.37
2014,126.0,6,1,70,0,0.0,1,3,3,0,0.8,1,0,5,138.2
2017,640.0,2,7,26,1,4400.0,6,2,0,0,1.8,0,0,3,613.5150000000001
2004,245.0,4,5,24,0,0.0,9,6,0,0,3.0,0,0,3,288.13
2018,1130.0,2,5,5,1,63000.0,4,4,1,1,2.8,0,2,1,1277.8083333333332
2016,590.0,4,3,3,1,70000.0,11,2,0,1,2.2,0,1,2,902.3966666666668
2019,2390.0,2,11,21,1,19000.0,0,4,0,0,2.5,0,0,3,758.27
2018,578.0,4,3,83,0,16200.0,8,2,0,0,1.0,0,0,1,372.765
2003,158.0,15,10,111,0,13370.0,8,6,1,0,1.8,0,0,0,179.17
2013,510.0,2,5,5,0,120000.0,4,0,2,0,2.7,0,2,1,1232.34
2020,556.0,4,4,46,0,43000.0,0,0,1,0,2.0,0,0,1,951.48
2018,806.0,16,0,0,0,0.0,2,6,0,1,2.0,0,0,0,954.3166666666667
2018,518.0,6,5,6,0,0.0,4,12,2,0,2.0,1,1,0,845.2233333333332
2019,625.0,4,5,19,0,37000.0,4,0,0,0,1.8,0,0,3,712.92
2010,518.0,2,6,23,0,10000.0,2,0,0,0,1.8,0,1,3,430.24
2018,378.0,43,5,18,0,0.0,6,6,0,0,1.5,1,0,3,408.85
2015,562.0,4,5,5,0,113000.0,6,0,2,0,2.7,0,1,1,917.53
2019,495.0,22,0,33,0,30000.0,9,0,0,0,1.4,0,0,3,725.92
2007,168.0,2,4,187,1,2000.0,9,0,0,0,1.1,0,0,4,158.24
2007,173.0,55,5,6,0,0.0,4,6,2,0,2.0,1,1,0,259.5
2019,493.0,21,5,18,0,0.0,6,6,0,0,1.5,0,0,3,638.7
2021,855.0,4,2,50,0,6000.0,8,13,0,0,2.0,0,1,3,872.5
2016,615.0,4,4,43,0,0.0,6,6,1,0,2.4,0,0,1,810.7025
2016,845.0,2,5,24,0,38000.0,9,2,0,0,2.5,0,0,3,1003.0983333333335
2017,1459.0,2,6,38,0,55555.0,6,0,0,0,2.0,0,3,1,1741.3966666666668
2019,620.0,26,3,3,1,53000.0,9,2,0,1,2.2,1,1,2,1039.82
2018,870.0,4,4,133,0,46900.0,0,1,1,0,3.3,0,0,5,3182.5
2020,619.0,2,10,17,0,22000.0,8,2,0,0,1.5,0,0,3,802.27
2017,369.0,2,5,18,0,50000.0,6,6,0,0,1.5,1,0,3,367.28
2014,558.0,4,4,43,0,55000.0,6,2,1,0,2.4,0,0,1,728.24
2020,799.0,2,2,50,0,11000.0,8,6,0,0,2.0,0,1,3,865.98
2016,1119.0,4,6,8,0,32000.0,9,0,0,0,2.0,0,1,3,770.56
2020,855.0,2,0,0,0,13000.0,9,0,0,0,2.0,0,0,0,985.52
2013,868.0,2,6,23,0,78000.0,9,4,0,0,2.0,0,1,3,519.71
2017,1288.0,2,6,8,0,60000.0,6,2,0,0,2.0,0,1,3,762.4687619047619
2005,135.0,22,5,94,0,0.0,3,7,2,0,1.8,1,1,1,151.73
2021,868.0,2,2,50,0,4000.0,6,4,0,0,2.0,0,1,3,886.01
2013,596.0,2,7,16,0,95000.0,9,2,0,0,2.4,0,0,1,721.23
2021,655.0,2,10,64,1,20000.0,8,2,0,1,2.2,0,1,2,915.0466666666666
2011,265.0,4,17,188,0,122000.0,3,0,1,0,1.8,0,0,0,504.135
2017,819.0,2,3,3,1,65000.0,9,2,0,1,3.2,0,2,2,2289.7485
2018,1790.0,2,6,38,0,0.0,9,4,0,0,2.0,0,3,1,2256.3673333333336
2021,890.0,2,2,50,0,8000.0,0,4,0,0,2.0,0,1,3,857.06
2016,1450.0,2,6,38,0,0.0,9,0,0,0,2.0,0,3,1,1782.530380952381
2019,1470.0,2,6,139,1,6790.0,6,0,0,0,1.6,0,0,1,746.7641666666666
2017,785.0,2,5,5,1,55000.0,2,4,2,0,2.7,0,1,1,869.5433333333334
2002,56.0,12,15,180,1,54321.0,8,9,0,0,1.5,1,0,3,86.87
2021,1279.0,2,0,7,0,16000.0,8,4,1,1,2.2,0,3,1,1383.7
2012,136.0,4,4,14,0,0.0,6,2,0,0,1.1,1,0,4,186.73
2014,855.0,2,13,86,1,0.0,12,7,0,0,2.0,0,1,3,444.1675
2009,285.0,2,7,26,0,110000.0,4,0,0,0,1.8,1,0,3,255.76666666666665
2019,545.0,5,3,103,0,25000.0,6,2,0,0,1.5,0,0,4,752.5142857142858
2017,445.0,2,1,175,0,0.0,6,3,1,0,1.8,0,0,1,730.9
2017,450.0,2,3,103,0,110000.0,9,2,0,0,1.5,0,0,3,706.61
2018,8350.0,2,11,79,1,49000.0,12,0,1,0,5.7,0,3,1,8306.1
2011,355.0,32,4,44,1,65000.0,9,2,0,0,1.6,0,0,3,327.7166666666667
2018,8000.0,2,11,79,1,0.0,9,11,1,0,5.7,0,3,1,8677.07
2017,450.0,2,21,154,1,58000.0,6,0,0,0,1.6,0,0,4,708.645
2016,7600.0,2,18,49,1,40000.0,7,4,4,0,5.0,0,3,1,6906.015
2008,235.0,6,5,6,0,0.0,4,6,2,0,2.0,1,1,0,275.89799999999997
2021,799.0,2,2,50,0,5000.0,9,2,0,0,2.0,0,1,3,903.27
2017,430.0,2,7,9,0,80000.0,2,6,0,0,1.5,0,0,3,621.3033333333334
2017,515.0,2,10,17,0,62000.0,8,2,0,0,1.5,0,0,3,646.5283333333333
2016,279.0,14,4,14,0,65000.0,6,7,0,0,1.25,1,0,4,234.08
2007,180.0,2,19,77,0,104707.0,8,6,2,0,2.0,1,1,1,176.56
2015,379.0,4,1,175,0,60000.0,6,9,1,0,1.8,0,0,1,705.7466666666666
2007,103.0,25,15,39,0,0.0,0,0,0,0,1.5,1,0,3,132.95
2020,550.0,14,20,143,1,35000.0,4,5,0,1,1.9,1,1,2,666.985
2016,3050.0,2,6,20,0,31000.0,6,2,0,0,4.7,0,1,3,2671.8
2013,410.0,2,19,60,0,0.0,2,2,1,0,3.0,0,1,1,579.7
2009,148.0,7,0,13,1,0.0,4,6,0,0,1.1,1,0,4,170.92699999999996
2019,1175.0,2,0,7,0,0.0,6,4,1,1,2.2,0,3,1,1120.06
2017,290.0,2,4,14,1,0.0,0,8,3,0,1.0,0,0,5,345.325
2016,558.0,2,3,3,1,110000.0,4,4,0,1,2.2,0,1,2,897.7133333333333
2019,560.0,2,19,82,1,15100.0,2,4,1,0,1.5,0,0,1,865.4533333333334
2009,435.0,2,5,24,1,70000.0,9,0,0,0,2.0,0,0,3,317.665
2010,370.0,2,3,118,0,80000.0,9,7,0,0,2.3,0,0,3,513.715
2020,705.0,2,3,3,1,15000.0,6,7,0,1,2.2,0,1,2,1245.41
2017,476.0,10,5,6,0,0.0,4,12,2,0,2.0,1,1,0,836.5233333333333
2019,6450.0,2,14,76,1,14000.0,4,8,0,0,3.0,0,3,1,5933.963333333332
2020,1569.0,4,6,8,0,3000.0,9,0,0,0,2.0,0,1,3,942.7508333333334
2020,10600.0,4,11,79,1,17000.0,6,9,4,0,5.7,0,3,1,9184.025
2018,1810.0,19,6,38,0,0.0,9,2,0,0,2.0,0,3,1,2255.964333333334
2012,302.0,30,5,18,0,0.0,4,0,0,0,1.5,0,0,3,319.95
2007,228.0,4,5,6,0,100000.0,11,0,2,0,2.0,1,1,0,266.09
2013,2468.0,4,18,140,1,46000.0,5,0,0,0,3.0,0,3,1,1302.7
2021,996.0,5,3,3,1,15000.0,6,2,0,1,2.0,0,2,2,1418.9976666666666
2017,515.0,47,0,29,0,66000.0,10,0,0,0,2.0,0,0,3,926.9166666666667
2016,303.0,25,4,32,1,0.0,6,6,0,0,1.4,1,0,3,331.9
2016,1439.0,4,3,87,1,43000.0,9,0,1,0,2.3,0,3,1,842.91
2019,585.0,4,3,83,0,24000.0,8,2,0,0,1.5,0,0,1,969.17
2005,113.0,40,15,90,0,0.0,9,6,0,0,1.6,1,0,3,136.45
2008,300.0,0,5,19,0,1.0,9,11,0,0,1.8,0,0,3,292.45
2017,745.0,2,7,16,0,65000.0,4,2,0,0,2.4,0,0,1,1136.5561904761905
2019,629.0,4,5,6,0,63000.0,4,0,2,0,2.0,1,1,0,840.28
2016,1090.0,2,16,189,1,38000.0,9,4,0,0,2.0,0,0,3,700.31
2014,1368.0,4,18,107,1,22000.0,6,2,0,0,2.0,0,3,1,989.36
2019,790.0,4,4,109,0,29000.0,7,2,0,0,2.4,0,0,3,742.87
2013,282.0,0,4,61,0,68000.0,11,6,1,0,2.0,1,0,0,353.21333333333337
2022,1160.0,2,0,0,0,5000.0,6,2,0,1,2.0,0,0,0,1144.8833333333332
2014,375.0,2,5,6,0,0.0,4,0,2,0,2.0,1,1,0,444.83166666666665
2011,305.0,2,0,33,1,0.0,0,11,0,0,1.4,0,0,3,336.5025
2014,228.0,4,1,70,0,55000.0,6,6,0,0,1.0,0,0,4,323.09
2020,880.0,13,5,24,1,0.0,9,0,0,0,2.0,0,0,3,766.1366666666665
2020,1539.0,2,6,8,0,20000.0,9,0,0,0,2.0,0,1,3,941.7733333333333
2016,650.0,2,5,5,0,80000.0,6,1,2,0,2.7,0,1,1,939.615
2013,770.0,4,13,86,1,74000.0,7,6,0,0,2.0,0,1,3,406.02
2015,230.0,13,0,10,1,0.0,4,2,0,0,1.0,1,0,4,197.87166666666667
2016,836.0,2,21,190,1,65000.0,6,11,0,0,1.8,0,0,3,684.705
2015,450.0,4,5,6,0,119232.0,4,2,2,0,2.0,1,1,0,817.2299999999999
2019,875.0,2,5,5,1,59000.0,2,12,2,1,2.4,1,1,1,1080.28
2017,329.0,2,4,14,0,33333.0,6,6,0,0,1.25,0,0,4,399.92
2017,1430.0,0,6,23,0,48000.0,9,4,0,0,2.0,0,1,3,686.3566666666666
2009,950.0,4,14,76,1,0.0,7,6,0,0,4.8,0,3,1,1068.6083333333333
2018,378.0,8,5,18,0,0.0,4,6,0,0,1.5,1,0,3,380.36
2011,445.0,19,0,0,1,80000.0,0,2,0,0,2.0,0,2,0,503.15666666666664
2009,333.0,25,7,26,0,0.0,9,6,0,0,2.0,0,0,3,319.874
2019,445.0,4,8,54,1,30000.0,6,9,1,0,1.5,0,0,1,722.5
2019,525.0,24,19,82,1,62000.0,2,0,1,0,1.5,0,0,1,836.05
2010,430.0,2,5,19,0,87000.0,9,0,0,0,2.0,0,0,3,473.97
2011,340.0,13,5,93,1,53880.0,0,2,0,0,1.5,0,0,4,331.64
2019,2288.0,2,11,21,1,21000.0,6,4,0,0,2.5,0,0,3,754.1133333333335
2011,315.0,23,0,33,1,0.0,4,11,0,0,1.4,0,0,3,336.71
2019,466.0,18,19,82,1,0.0,9,9,1,0,1.5,1,0,1,436.16
2016,465.0,25,10,17,0,0.0,6,11,0,0,1.5,0,0,3,505.84
2008,142.0,23,0,13,1,0.0,8,3,0,0,1.1,1,0,4,173.53
2015,1079.0,2,13,30,1,63000.0,9,0,0,0,2.0,0,1,3,503.7
2019,878.0,43,3,3,1,0.0,5,6,0,1,2.0,0,2,2,1304.1866666666667
2010,228.0,0,4,14,1,11000.0,7,2,0,0,1.0,0,0,4,231.9
2016,488.0,8,10,64,1,0.0,6,2,0,1,2.2,0,1,2,628.61
2018,815.0,2,17,58,0,20000.0,0,2,1,0,2.5,0,2,1,936.8083333333333
2019,429.0,13,5,18,0,38000.0,6,4,0,0,1.5,1,0,3,450.645
2019,296.0,1,4,14,0,0.0,0,0,0,0,1.25,0,0,4,468.26
2017,495.0,2,4,46,0,0.0,6,3,1,0,2.0,0,0,1,777.1316666666665
2001,115.0,29,10,53,0,30000.0,4,3,0,0,1.6,1,0,3,130.28
2015,1150.0,2,13,30,1,75000.0,6,0,0,0,2.0,0,1,3,505.97
2016,478.0,2,4,44,0,90000.0,0,0,0,0,1.6,0,0,3,653.6833333333334
2012,690.0,2,0,7,1,80000.0,4,2,1,1,2.2,0,0,1,502.77333333333337
2020,1020.0,2,7,16,0,20000.0,6,10,1,0,1.5,0,0,1,916.21
2021,595.0,4,3,83,0,10000.0,6,2,0,0,1.5,0,0,1,1018.5
2019,615.0,2,10,17,0,18000.0,2,2,0,0,1.5,0,0,3,828.8991666666666
2009,680.0,4,13,142,1,0.0,0,3,0,0,3.0,0,3,1,681.22
2010,910.0,20,5,88,1,92840.0,6,0,1,0,2.7,0,2,1,516.6
2015,755.0,2,0,7,0,70000.0,3,7,1,0,2.4,0,2,1,835.77
2019,496.0,19,0,33,0,29000.0,2,9,0,0,1.4,0,0,3,742.48
2015,715.0,2,0,0,1,70000.0,6,0,0,0,2.0,0,0,0,677.6383333333334
2016,560.0,2,3,3,1,80000.0,8,9,0,1,2.2,0,1,2,906.9783333333332
2008,810.0,2,14,76,1,88000.0,6,4,0,0,3.6,0,3,1,580.35
2016,318.0,34,1,56,0,68000.0,6,2,0,0,1.6,1,0,3,386.78
2021,768.0,2,5,28,1,9000.0,4,2,0,1,2.4,0,1,2,896.32
2015,455.0,2,10,17,0,80000.0,6,10,0,0,1.5,0,0,3,485.35
2014,548.0,4,4,43,0,0.0,7,6,1,0,2.4,0,3,1,876.46
2008,220.0,48,3,55,0,0.0,9,6,2,1,2.5,1,1,1,247.0
2018,2460.0,2,6,23,1,34000.0,6,4,0,0,2.0,0,1,3,732.21
2013,323.0,10,5,6,0,0.0,4,6,2,0,2.0,1,1,0,419.73
2019,6485.0,2,6,191,1,13000.0,9,2,0,0,3.0,0,3,3,5700.9875
2019,3790.0,2,6,20,0,22000.0,6,4,0,0,3.0,0,1,3,3402.36
2020,459.0,2,4,48,0,1.0,6,9,0,0,1.4,0,0,3,732.85
2008,235.0,6,1,1,0,150000.0,9,0,1,0,2.4,1,0,1,289.54
2015,468.0,4,10,17,0,53000.0,8,2,0,0,1.5,0,0,4,482.89
2008,405.0,2,5,24,0,98000.0,9,0,0,0,2.4,0,0,3,356.505
2018,960.0,4,5,24,0,33300.0,6,4,0,0,2.5,0,0,3,1117.5835
2012,88.0,10,1,70,0,0.0,0,2,3,0,0.8,1,0,5,130.88
2017,588.0,2,3,3,1,66000.0,6,1,0,1,2.2,0,1,2,925.8758333333334
2016,390.0,2,10,17,0,50000.0,6,2,0,0,1.5,0,0,3,506.66066666666666
2003,185.0,7,17,192,1,15000.0,4,0,1,0,2.4,1,2,1,102.43
2013,385.0,2,19,104,1,120000.0,9,2,0,1,2.5,0,2,2,503.54
2014,639.0,2,7,16,0,79000.0,7,2,0,0,2.4,0,0,1,733.43
2012,435.0,49,5,19,0,80.0,3,9,0,0,1.8,0,0,3,426.175
2019,850.0,2,10,47,0,370000.0,6,2,0,0,2.5,0,3,1,876.03
2020,2399.0,2,6,38,0,7000.0,6,0,0,0,2.0,0,3,1,2686.152666666667
2015,515.0,0,3,3,1,0.0,6,11,0,1,2.2,0,1,2,824.7933333333334
2009,285.0,2,19,108,0,130000.0,4,6,2,0,2.4,1,0,1,211.79666666666665
2018,475.0,2,5,18,0,50000.0,6,0,0,0,1.5,0,0,3,638.2665238095237
2017,425.0,2,1,56,0,61000.0,0,2,0,0,1.8,0,0,3,1012.6266666666667
2019,499.0,2,5,18,0,45000.0,6,0,0,0,1.5,0,0,3,645.651
2021,865.0,4,3,3,0,13000.0,8,2,0,1,2.0,0,2,2,1865.65
2015,330.0,12,5,18,0,0.0,3,6,0,0,1.5,1,0,3,293.67
2021,1050.0,8,2,2,0,35000.0,6,11,1,0,2.0,0,1,1,1568.3414285714284
2014,205.0,7,1,90,0,123456.0,9,9,0,0,1.6,1,0,3,293.41666666666663
