year,price,location,branch,model,origin,km_driven,external_color,internal_color,num_seats,fuels,engine_capacity,gearbox,wheel_drive,car_type
2019,615.0,0,11,36,1,30000.0,1,1,0,0,1.5,0,0,0
2012,98.0,0,9,25,1,0.0,4,1,0,0,1.1,1,0,2
2016,318.0,0,9,25,1,17000.0,3,0,0,0,1.25,0,0,2
2016,690.0,12,0,6,1,25000.0,0,2,2,0,2.7,0,1,1
2016,423.0,18,0,17,1,0.0,2,0,0,0,1.5,0,0,0
2020,485.0,20,2,53,1,18000.0,7,2,0,0,1.4,0,0,0
2007,158.0,27,9,25,0,96000.0,4,7,0,0,1.0,0,0,2
2017,445.0,33,14,41,1,0.0,2,6,6,1,2.4,1,1,5
2015,379.0,0,0,21,1,60000.0,12,2,2,0,2.0,1,1,3
2008,660.0,0,1,75,0,100000.0,2,2,0,0,3.0,0,3,1
2019,317.0,1,9,25,1,53000.0,4,2,0,0,1.25,0,0,2
2009,80.0,0,13,45,1,0.0,3,5,0,0,0.8,1,0,2
2017,333.0,25,12,125,0,0.0,11,2,0,0,1.2,0,0,0
2015,545.0,1,0,35,1,70000.0,2,7,0,0,1.8,0,0,0
2014,173.0,26,2,37,0,0.0,3,0,0,0,1.0,1,0,2
2016,980.0,0,3,4,1,38000.0,3,2,0,0,2.0,0,1,0
2010,880.0,0,0,3,0,110000.0,2,2,1,0,2.7,0,2,1
2011,1350.0,0,7,117,0,115000.0,7,2,0,0,5.0,0,3,1
2017,299.0,21,2,37,1,30000.0,3,7,0,0,1.25,0,0,0
2021,658.0,0,14,42,0,15000.0,3,11,0,1,2.2,1,1,4
2007,252.0,13,0,17,1,140000.0,4,2,0,0,1.5,0,0,0
2015,520.0,1,14,42,0,82000.0,5,1,0,1,2.2,0,1,4
2005,539.0,0,10,19,0,120000.0,4,2,0,0,3.3,0,3,1
2018,1450.0,0,21,161,0,15000.0,4,1,1,0,2.0,0,3,1
2001,380.0,0,12,160,0,150000.0,4,10,0,1,2.8,1,2,1
2011,203.0,55,9,25,1,0.0,4,0,0,0,1.1,0,0,2
2010,345.0,0,0,35,1,1.0,2,10,0,0,1.8,1,0,0
2020,2330.0,0,3,15,1,14000.0,2,2,0,0,2.0,0,3,1
2011,1130.0,0,1,130,0,70000.0,2,6,0,0,3.0,0,1,0
2015,475.0,0,0,22,0,39000.0,2,7,0,0,1.3,0,0,2
2010,1200.0,0,10,19,0,70000.0,1,2,0,0,3.5,0,3,1
2020,920.0,1,14,42,0,20000.0,2,1,0,1,2.0,0,2,4
2021,455.0,3,2,53,1,17000.0,3,2,0,0,1.4,1,0,0
2015,210.0,0,8,13,1,10000.0,3,12,0,0,1.5,1,0,0
2019,1789.0,0,3,16,1,0.0,2,1,0,0,2.0,0,1,0
2009,289.0,49,2,23,0,200000.0,2,1,0,0,1.6,0,0,0
2008,325.0,0,3,4,1,140000.0,0,10,0,0,2.5,0,1,0
2010,165.0,0,2,51,0,0.0,0,4,0,0,1.1,1,0,2
2010,1990.0,0,6,40,0,40000.0,3,2,3,0,3.6,0,1,0
2006,235.0,1,3,4,1,110000.0,2,1,0,0,1.8,0,1,0
2017,1450.0,0,3,15,1,42000.0,3,6,0,0,2.0,0,3,1
2008,223.0,51,13,38,1,0.0,2,0,1,0,2.4,1,0,1
2008,268.0,21,0,21,1,0.0,0,4,2,0,2.0,1,1,3
2021,1050.0,6,4,14,1,0.0,3,4,1,0,1.5,0,0,1
2011,210.0,21,9,25,1,100000.0,0,1,0,0,1.1,0,0,2
2020,4268.0,0,10,19,0,19000.0,3,6,1,0,3.5,0,3,1
2014,332.0,0,0,17,1,0.0,0,0,0,0,1.5,1,0,0
2008,268.0,13,2,2,0,0.0,2,0,1,0,2.7,1,0,1
2018,538.0,0,14,29,1,45000.0,3,1,0,0,1.5,0,0,1
2014,780.0,1,3,55,1,0.0,1,1,0,1,2.1,0,3,1
2011,215.0,17,0,17,1,0.0,0,4,0,0,1.5,1,0,0
2016,470.0,0,9,114,1,0.0,0,4,1,0,2.0,0,0,1
2009,555.0,0,3,16,1,90000.0,2,1,0,0,3.0,0,1,0
2013,218.0,0,13,45,1,60450.0,0,1,0,0,1.0,0,0,2
2016,410.0,2,4,5,1,10200.0,3,7,0,0,1.5,0,0,0
2011,2000.0,21,6,40,0,24123.0,1,2,3,0,3.6,0,1,0
2017,359.0,0,0,17,1,1.0,2,2,0,0,1.5,1,0,0
2015,699.0,0,14,42,0,70000.0,10,7,0,1,3.2,0,2,4
2008,310.0,0,3,4,1,120000.0,2,1,0,0,2.5,0,1,0
2018,575.0,0,0,118,0,25000.0,12,1,1,0,1.5,0,1,1
2016,712.0,0,14,42,0,100000.0,10,7,0,1,3.2,0,2,4
2016,529.0,5,14,42,0,146000.0,3,12,0,1,2.2,1,1,4
2014,1295.0,1,7,12,0,56000.0,8,1,0,0,2.0,0,3,1
2008,420.0,0,1,98,0,150000.0,2,1,0,0,3.0,0,1,0
2012,1350.0,0,16,250,0,60000.0,3,1,0,0,3.0,0,3,0
2018,273.0,0,13,80,1,38800.0,2,2,0,0,1.4,1,0,0
2013,208.0,0,13,45,1,89000.0,0,2,0,0,1.0,0,0,2
2009,128.0,62,15,66,1,0.0,1,4,0,0,1.5,1,0,0
2020,7330.0,0,3,172,0,3000.0,3,2,0,0,3.0,0,3,0
2018,990.0,0,14,49,0,50000.0,6,1,1,1,2.0,0,1,1
2004,172.0,1,3,174,1,145000.0,3,0,8,0,2.3,1,1,5
2008,515.0,1,4,169,0,150000.0,1,6,0,0,2.4,0,0,6
2009,130.0,52,2,51,0,0.0,0,7,0,0,1.1,1,0,2
2009,243.0,51,9,64,0,0.0,3,4,0,0,1.6,1,0,0
2009,195.0,1,14,79,1,96000.0,0,2,0,0,1.8,1,0,0
2016,1780.0,0,3,16,0,43000.0,2,1,0,0,2.0,0,1,0
2016,3483.0,0,0,10,0,80000.0,2,2,2,0,4.6,0,3,1
2022,13900.0,0,3,152,0,4000.0,3,5,0,0,4.0,0,3,1
2021,2530.0,1,3,15,1,50.0,2,2,0,0,2.0,0,3,1
2015,359.0,0,9,48,1,80000.0,5,2,1,0,2.0,0,0,3
2017,1420.0,0,14,158,0,50000.0,2,2,1,0,2.3,0,3,1
2013,653.0,5,0,0,1,0.0,2,1,0,0,2.5,0,0,0
2003,135.0,1,14,71,1,150000.0,3,2,0,0,3.0,0,2,1
2019,313.0,9,2,37,1,0.0,3,0,0,0,1.25,1,0,0
2018,211.0,20,13,45,1,70000.0,3,6,0,0,1.2,1,0,2
2019,1255.0,0,14,42,0,33000.0,11,1,0,1,2.0,0,2,4
2019,438.0,1,12,100,0,0.0,3,0,1,0,1.5,1,0,1
2012,203.0,24,9,48,1,0.0,0,8,1,0,2.0,1,0,3
2021,360.0,22,5,73,1,28000.0,3,1,0,0,1.4,0,0,2
2015,2280.0,0,3,8,1,66000.0,2,6,0,0,3.0,0,1,0
2022,869.0,0,9,263,1,0.0,1,8,0,0,2.0,0,0,0
2019,4780.0,0,0,10,0,35679.0,2,1,2,0,4.6,0,3,1
2019,313.0,21,9,25,1,59000.0,1,2,0,0,1.25,0,0,2
2017,545.0,21,11,36,1,0.0,1,1,0,0,1.5,0,0,0
2004,300.0,0,2,264,0,0.0,2,1,0,0,2.5,0,0,0
2020,1045.0,0,5,11,1,21000.0,3,0,1,0,2.0,0,1,1
2010,360.0,47,8,141,0,86521.0,2,1,0,0,2.0,0,0,0
2013,1580.0,0,0,44,0,0.0,2,4,1,0,3.5,0,0,5
2007,230.0,0,2,124,0,0.0,2,0,4,1,2.5,1,1,5
2019,1045.0,0,14,178,1,60000.0,2,2,1,0,2.0,0,0,5
2020,528.0,0,2,53,1,30000.0,3,7,0,0,1.4,0,0,0
2019,1168.0,0,2,2,1,24000.0,2,7,1,1,2.2,0,3,1
2019,3860.0,0,6,9,0,30000.0,3,6,0,0,2.0,0,3,1
2013,515.0,1,4,14,1,200000.0,7,1,0,0,2.0,0,0,1
2020,429.0,29,2,53,1,17000.0,3,2,0,0,1.4,1,0,0
2017,552.0,10,14,42,0,0.0,5,1,0,1,2.2,1,1,4
2018,2910.0,0,10,19,0,39000.0,2,6,0,0,2.0,0,3,1
2015,499.0,6,11,36,1,0.0,3,1,0,0,1.5,0,0,0
2008,420.0,21,2,2,0,0.0,2,1,1,1,2.0,0,0,1
2015,322.0,15,0,17,1,0.0,2,6,0,0,1.5,1,0,0
2017,515.0,6,2,23,1,0.0,0,2,0,0,2.0,0,0,0
2013,470.0,13,11,46,1,0.0,2,4,0,0,2.0,0,0,1
2019,1088.0,0,5,11,1,30000.0,4,6,1,0,2.0,0,3,1
2021,4400.0,1,6,9,0,13000.0,4,6,0,0,2.0,0,3,1
2013,575.0,0,4,14,1,140000.0,2,1,0,0,2.4,0,0,1
2007,183.0,30,13,38,1,0.0,0,0,1,0,2.4,1,0,1
2011,1000.0,1,3,8,0,0.0,0,2,0,0,3.0,0,1,0
2007,318.0,1,14,49,1,0.0,0,4,2,1,2.5,1,1,1
2019,1749.0,1,3,16,1,45689.0,3,6,0,0,2.0,0,1,0
2014,280.0,0,13,28,1,51000.0,2,0,0,0,1.6,1,0,0
2014,198.0,19,2,37,0,0.0,0,0,0,0,1.0,1,0,2
2021,490.0,0,17,186,0,10000.0,3,1,1,0,1.5,1,0,1
2004,175.0,42,12,133,1,0.0,0,8,0,0,1.6,0,0,0
2019,1035.0,0,14,49,0,41000.0,3,1,1,1,2.0,0,1,1
2018,538.0,6,11,36,1,5200.0,3,1,0,0,1.5,0,0,0
2010,1200.0,1,3,88,0,0.0,3,0,1,1,3.0,0,3,1
2020,898.0,0,11,46,1,21000.0,4,1,0,0,2.0,0,0,1
2020,775.0,0,12,24,1,30000.0,7,1,1,0,2.0,0,0,1
2019,610.0,27,0,35,1,40000.0,2,2,0,0,1.8,0,0,0
2005,229.0,52,0,35,1,90000.0,2,8,0,0,1.8,1,0,0
2018,1300.0,1,23,187,0,94432.0,4,1,3,0,2.0,0,0,6
2020,5960.0,0,6,9,0,20000.0,1,1,0,0,2.9,0,3,1
2015,955.0,0,3,4,1,58000.0,2,2,0,0,2.0,0,1,0
2009,150.0,0,15,66,1,140568.0,2,2,0,0,1.5,1,0,0
2015,549.0,2,9,63,1,55000.0,2,1,1,1,2.2,1,0,1
2009,313.0,1,0,21,1,0.0,0,0,2,0,2.0,0,1,3
2006,255.0,0,4,81,1,140000.0,0,1,0,0,1.8,0,0,0
2016,378.0,1,14,72,1,0.0,3,0,0,0,1.5,0,0,2
2016,1330.0,0,23,187,0,30000.0,15,6,3,0,2.0,0,0,6
2016,425.0,0,4,5,1,99000.0,3,2,0,0,1.5,0,0,0
2017,2668.0,0,10,19,0,45000.0,3,6,0,0,2.0,0,3,1
2018,558.0,13,11,36,1,47312.0,4,1,0,0,1.5,0,0,0
2016,3200.0,1,1,130,0,0.0,1,6,0,0,3.0,0,1,0
2017,492.0,0,4,207,0,54000.0,1,1,0,0,1.5,0,0,2
2007,233.0,9,0,21,1,0.0,0,2,2,0,2.0,1,1,3
2020,1120.0,0,2,2,1,19000.0,4,6,1,0,2.4,0,3,1
2016,203.0,1,9,25,1,0.0,0,0,0,0,1.25,1,0,2
2017,1100.0,0,3,4,1,30000.0,4,1,0,0,2.0,0,1,0
2016,388.0,25,13,28,1,95000.0,3,0,0,0,1.8,0,0,0
2008,475.0,13,2,265,0,0.0,0,8,1,1,3.0,0,3,1
2008,425.0,0,16,68,0,11000.0,1,2,0,0,2.0,0,3,0
2015,859.0,0,1,1,0,55000.0,2,2,0,0,2.0,0,1,0
2009,106.0,0,9,25,0,0.0,3,0,5,0,1.0,1,0,5
2018,810.0,0,11,46,1,40000.0,4,1,0,0,2.5,0,3,1
2018,495.0,0,4,5,1,25000.0,1,1,0,0,1.5,0,0,0
2012,969.0,6,7,12,0,50000.0,3,7,0,0,2.0,0,3,1
2011,193.0,17,0,17,1,0.0,2,0,0,0,1.5,1,0,0
2016,1190.0,0,3,4,1,59000.0,2,5,0,0,2.0,0,1,0
2019,609.0,6,2,115,1,35000.0,1,8,0,0,2.0,0,0,3
2020,899.0,0,11,46,1,0.0,1,1,0,0,2.5,0,0,1
2019,895.0,29,14,42,0,63000.0,10,1,0,1,2.0,0,2,4
2019,625.0,0,11,36,1,0.0,1,1,0,0,1.5,0,0,0
2016,2290.0,0,3,8,1,0.0,3,4,0,0,3.0,0,1,0
2010,178.0,10,9,25,1,0.0,0,0,0,0,1.1,0,0,2
2011,175.0,2,2,23,1,22.0,3,4,0,0,1.6,1,0,0
2010,309.0,0,2,94,0,0.0,2,6,0,0,1.6,0,0,2
2013,2720.0,0,10,106,0,60000.0,3,1,1,0,4.6,0,3,1
2011,295.0,0,14,79,1,0.0,2,1,0,0,1.8,0,0,2
2008,240.0,1,0,21,1,0.0,0,10,2,0,2.0,1,1,3
2007,250.0,47,12,160,0,140000.0,2,0,1,0,3.0,1,2,1
2010,315.0,0,11,36,0,100000.0,4,7,0,0,1.6,0,0,0
2009,385.0,0,4,14,0,120000.0,0,2,0,0,2.0,0,0,1
2003,173.0,13,1,1,1,0.0,6,11,0,0,2.0,0,1,0
2004,195.0,0,0,56,1,270000.0,15,0,2,0,1.8,1,1,1
2020,515.0,6,4,5,1,14568.0,1,1,0,0,1.5,0,0,0
2002,218.0,0,3,4,1,120000.0,0,0,0,0,2.0,0,1,0
2011,325.0,26,12,58,0,0.0,2,1,0,1,2.5,1,2,4
2021,728.0,6,9,105,1,2000.0,3,2,0,0,1.4,0,0,3
2021,379.0,0,5,73,1,8000.0,11,10,0,0,1.4,0,0,2
2018,1118.0,0,1,1,0,42000.0,3,1,0,0,2.0,0,1,0
2017,980.0,37,3,4,1,20000.0,2,1,0,0,2.0,0,1,0
2009,786.0,0,1,130,0,0.0,2,1,0,0,4.4,0,1,0
2017,585.0,11,14,42,0,0.0,1,6,0,1,2.2,0,1,4
2019,555.0,0,9,64,1,20000.0,3,2,0,0,1.6,0,0,0
2016,565.0,9,0,35,1,80000.0,2,2,0,0,1.8,0,0,0
2018,5350.0,0,6,43,0,40000.0,4,2,0,0,3.0,0,3,1
2022,549.0,0,5,95,1,300.0,4,2,0,2,0.1,0,0,3
2008,180.0,1,3,59,1,250000.0,0,0,4,1,2.2,1,1,5
2021,885.0,0,0,101,0,4000.0,0,6,0,0,1.8,0,0,1
2021,1465.0,0,2,2,1,13000.0,4,6,1,1,2.2,0,3,1
2017,435.0,9,0,17,1,16000.0,0,2,0,0,1.5,0,0,0
2019,8450.0,0,7,77,0,10000.0,2,5,3,0,3.0,0,3,1
2019,1680.0,0,3,16,1,23000.0,3,6,0,0,1.5,0,1,0
2019,850.0,0,0,0,1,0.0,2,2,0,0,2.0,0,0,0
2009,123.0,21,15,66,1,0.0,2,0,0,0,1.5,1,0,0
2018,375.0,0,2,37,1,18000.0,0,7,0,0,1.25,0,0,0
2007,55.0,13,15,30,1,0.0,3,7,0,0,0.8,1,0,2
2011,112.0,0,9,25,1,40000.0,0,1,0,0,1.1,1,0,2
2017,3050.0,0,10,19,0,43000.0,12,2,0,0,3.5,0,3,1
2019,365.0,17,2,37,1,35000.0,1,7,0,0,1.25,0,0,2
2015,213.0,9,2,37,0,0.0,3,0,0,0,1.25,1,0,0
2019,720.0,1,0,21,1,32500.0,8,6,2,0,2.0,0,1,3
2013,790.0,0,3,16,1,47000.0,4,1,0,0,2.0,0,1,0
2020,2380.0,0,3,15,1,12000.0,2,2,0,0,2.0,0,3,1
2008,160.0,0,14,79,1,0.0,6,2,0,0,1.8,1,0,0
2012,125.0,9,9,25,1,0.0,4,1,0,0,1.1,1,0,2
2013,375.0,0,11,36,1,82000.0,3,1,0,0,1.6,0,0,0
2019,758.0,1,0,21,1,69600.0,1,6,1,0,2.0,0,1,3
2015,668.0,0,4,14,1,75000.0,0,2,0,0,2.0,0,0,1
2017,910.0,1,0,0,1,64900.0,2,6,0,0,2.5,0,0,0
2014,385.0,0,14,79,1,10235.0,1,0,0,0,2.0,0,0,2
2015,430.0,0,14,79,1,100000.0,3,7,0,0,2.0,0,0,2
2015,1080.0,1,3,39,0,0.0,6,1,0,0,2.0,0,3,0
2020,483.0,9,2,53,1,18000.0,3,1,0,0,1.4,0,0,0
2014,790.0,0,2,2,1,80000.0,3,1,1,1,2.2,0,2,1
2019,320.0,6,9,25,1,0.0,1,0,0,0,1.25,0,0,2
2018,492.0,1,9,114,1,0.0,1,1,1,0,2.0,0,0,1
2015,272.0,0,9,25,0,32000.0,5,1,5,0,1.0,0,0,5
2008,170.0,58,0,21,1,300000.0,12,3,2,0,2.0,1,1,3
2015,500.0,0,2,134,0,80000.0,0,11,8,1,2.5,1,1,5
2019,1650.0,1,3,4,1,23000.0,2,6,0,0,2.0,0,1,0
2002,178.0,10,0,0,1,150000.0,3,11,0,0,2.2,1,0,0
2018,560.0,22,0,21,1,60000.0,5,6,2,0,2.0,1,1,3
2012,383.0,0,4,81,1,0.0,0,0,0,0,1.8,0,0,0
2022,1365.0,0,2,2,1,5000.0,1,5,1,0,2.5,0,3,1
2009,1150.0,3,10,19,0,86000.0,12,2,0,0,3.5,0,0,1
2016,2010.0,0,10,54,0,30000.0,11,6,0,0,2.0,0,3,1
2001,90.0,0,3,16,1,160000.0,2,16,0,0,2.4,0,1,0
2020,1135.0,0,2,2,1,38000.0,4,6,1,0,2.4,0,3,1
2008,385.0,0,0,137,0,150000.0,2,7,1,0,2.4,0,3,1
2020,2330.0,0,3,15,1,20000.0,2,2,0,0,2.0,0,3,1
2012,205.0,6,9,25,0,85000.0,3,0,5,0,1.0,0,0,5
2014,990.0,0,3,4,1,60000.0,3,1,0,0,2.0,0,1,0
2014,465.0,1,14,42,0,80000.0,3,1,0,1,2.2,1,1,4
2017,1680.0,0,16,239,0,40000.0,4,1,0,0,2.0,0,3,0
2015,378.0,0,9,147,0,60000.0,3,2,0,0,1.4,0,0,0
2009,300.0,1,9,18,0,70140.0,5,10,0,0,1.6,0,0,0
2015,2965.0,0,10,19,0,50000.0,3,11,0,0,3.5,0,3,1
2020,1679.0,1,3,4,1,11000.0,2,1,0,0,2.0,0,1,0
2009,190.0,17,2,143,0,10000.0,2,2,0,0,1.4,0,0,0
2020,1569.0,1,3,4,1,3500.0,2,2,0,0,2.0,0,1,0
2018,775.0,29,0,0,1,33000.0,0,2,0,0,2.0,0,0,0
2018,5600.0,0,6,43,0,32000.0,2,5,0,0,3.0,0,3,1
2019,515.0,1,4,5,1,20000.0,3,1,0,0,1.5,0,0,0
2019,925.0,0,11,140,1,0.0,1,6,1,0,2.5,0,0,1
2012,285.0,18,2,74,1,150000.0,3,7,0,0,1.6,1,0,0
2010,212.0,42,9,48,1,0.0,11,1,1,0,1.6,1,0,3
2012,453.0,0,9,194,0,0.0,3,1,0,0,2.0,0,0,3
2019,3250.0,0,10,257,0,0.0,1,2,0,0,2.0,0,1,6
2012,465.0,0,4,14,1,98000.0,7,1,0,0,2.4,0,0,1
2012,420.0,1,14,49,1,199000.0,6,2,2,1,2.5,0,1,1
2020,282.0,19,9,25,1,0.0,6,0,0,0,1.25,1,0,2
2016,4150.0,0,7,77,0,30000.0,3,2,0,0,3.0,0,3,1
2016,465.0,6,20,217,0,60000.0,2,2,0,0,1.6,0,3,0
2018,363.0,0,2,37,1,45000.0,3,7,0,0,1.25,0,0,2
2014,440.0,0,4,81,1,80000.0,3,2,0,0,1.8,0,0,0
2015,1850.0,0,3,162,0,60000.0,3,2,0,0,3.0,0,3,1
2018,785.0,0,14,42,0,37000.0,2,1,0,1,2.0,0,1,4
2019,4380.0,1,14,183,0,11000.0,2,1,0,0,3.5,0,2,4
2021,700.0,11,9,105,1,2000.0,3,0,0,0,1.4,0,0,3
2016,210.0,0,2,37,0,111111.0,0,7,0,0,1.25,1,0,0
2018,950.0,0,2,2,1,46000.0,3,2,1,1,2.2,0,2,1
2008,425.0,0,2,2,0,130000.0,2,1,1,1,2.0,0,0,1
2021,1050.0,3,2,2,1,22000.0,3,6,1,0,2.5,0,0,1
2000,185.0,0,12,160,1,250000.0,4,0,1,0,3.0,1,2,1
2009,174.0,6,15,30,0,0.0,2,4,0,0,1.0,0,0,2
2009,190.0,8,9,25,1,0.0,0,0,0,0,1.1,0,0,2
2021,1630.0,0,3,4,1,7500.0,1,2,0,0,2.0,0,1,0
2014,565.0,19,0,6,1,0.0,6,4,2,0,2.7,0,1,1
2020,845.0,0,0,101,0,0.0,4,1,0,0,1.8,0,0,1
2008,279.0,0,0,22,0,125689.0,4,2,0,0,1.3,0,0,2
2010,2600.0,1,6,43,0,0.0,2,11,0,1,3.0,0,3,1
2009,850.0,1,1,130,0,0.0,2,4,0,0,3.0,0,1,0
2017,740.0,1,0,21,1,76000.0,1,1,2,0,2.0,0,1,3
2011,330.0,13,8,123,0,86868.0,11,10,0,1,2.5,1,2,4
2020,490.0,0,2,53,1,15000.0,3,2,0,0,1.4,0,0,0
2019,865.0,0,9,63,1,0.0,3,2,1,1,2.2,0,0,1
2021,2490.0,25,3,15,1,2000.0,11,1,0,0,2.0,0,3,1
2020,1175.0,1,11,140,1,19000.0,1,2,1,0,2.5,0,3,1
2018,350.0,21,9,25,1,0.0,1,2,0,0,1.25,0,0,2
2009,250.0,0,9,25,0,50000.0,4,1,0,0,1.0,0,0,2
2015,455.0,21,11,36,1,0.0,1,1,0,0,1.5,0,0,2
2021,990.0,34,11,140,1,19000.0,1,1,1,0,2.5,0,0,1
2018,815.0,29,2,69,1,50000.0,3,2,0,1,2.0,0,0,3
2017,498.0,0,0,21,1,100000.0,0,14,2,0,2.0,1,1,3
2017,760.0,0,11,46,1,35000.0,4,15,0,0,2.0,0,0,1
2004,194.0,0,2,264,0,0.0,2,1,0,0,3.0,0,0,0
2015,148.0,0,9,25,1,0.0,4,0,0,0,1.25,1,0,2
2018,1690.0,6,3,15,1,9000.0,3,8,0,0,2.0,0,3,1
2015,465.0,0,12,58,0,940000.0,3,7,0,1,2.5,1,2,4
2009,900.0,5,10,111,0,69000.0,3,2,0,0,3.5,0,0,0
2008,220.0,27,0,17,1,0.0,0,0,0,0,1.5,1,0,0
2019,6150.0,0,6,43,0,27999.0,4,6,0,0,3.0,0,3,1
2019,1040.0,1,14,49,0,9000.0,3,1,1,1,2.0,0,1,1
2003,150.0,54,8,33,0,0.0,5,11,0,0,2.4,1,2,1
1991,86.0,23,0,0,0,0.0,1,0,0,0,2.0,1,0,0
2019,513.0,1,4,5,1,0.0,4,1,0,0,1.5,0,0,0
2004,145.0,0,2,124,0,438.0,2,1,4,1,2.5,1,1,5
2018,369.0,9,2,53,1,50000.0,0,2,0,0,1.4,1,0,0
2021,1915.0,0,3,16,1,10000.0,3,1,0,0,1.5,0,1,0
2012,415.0,6,0,22,0,79000.0,3,0,0,0,1.3,0,0,2
2016,580.0,27,0,21,1,65000.0,0,8,2,0,2.0,0,1,3
2019,943.0,1,2,2,1,0.0,3,0,1,0,2.4,0,0,1
2007,315.0,1,1,1,0,171000.0,0,1,0,0,2.0,0,1,0
2015,435.0,24,0,35,1,71000.0,2,2,0,0,1.8,1,0,0
2012,129.0,18,9,25,1,15000.0,1,7,0,0,1.1,1,0,2
2016,4380.0,1,10,93,0,0.0,2,4,1,0,5.7,0,3,1
2016,6500.0,0,6,40,0,30000.0,2,6,3,0,4.8,0,1,0
2021,9900.0,0,6,92,0,899.0,6,1,3,0,3.0,0,1,6
2017,1500.0,0,3,15,1,61000.0,2,2,0,0,2.0,0,3,1
2016,1339.0,0,14,158,0,130000.0,3,2,1,0,2.3,0,3,1
2019,336.0,0,2,37,1,6000.0,1,7,0,0,1.25,1,0,2
2018,715.0,0,11,65,1,30000.0,4,1,0,0,2.0,0,0,0
2022,368.0,0,5,73,1,2938.0,4,1,0,0,1.4,0,0,2
2019,1999.0,0,19,151,0,5900.0,3,6,0,0,2.0,0,3,1
2021,4679.0,1,3,8,1,3000.0,3,1,0,0,3.0,0,1,0
2014,1585.0,1,10,111,0,0.0,3,4,0,3,2.5,0,0,0
2019,320.0,21,17,70,0,17800.0,3,1,0,0,1.0,0,0,2
2008,128.0,0,2,51,0,0.0,0,0,0,0,1.1,1,0,2
2017,520.0,34,2,89,0,60000.0,3,8,0,0,2.0,0,0,0
2015,480.0,0,0,22,0,0.0,3,7,0,0,1.3,0,0,2
2017,1660.0,0,3,16,1,48000.0,2,1,0,0,2.0,0,1,0
2018,2939.0,0,10,19,0,40000.0,6,2,0,0,2.0,0,3,1
2004,105.0,52,9,171,1,185000.0,5,2,0,0,1.6,1,0,0
2021,1020.0,0,11,140,1,2000.0,3,1,1,0,2.5,0,0,1
2013,295.0,6,9,236,1,0.0,6,8,0,0,1.25,0,0,2
2011,405.0,0,2,89,0,128983.0,0,6,0,0,2.0,0,0,0
2020,660.0,0,0,22,0,12000.0,3,2,0,0,1.5,0,0,2
2016,740.0,0,4,14,1,50000.0,3,1,0,0,2.4,0,0,1
2016,503.0,1,9,114,1,0.0,4,0,1,1,1.7,0,0,1
2020,427.0,8,2,53,1,6500.0,1,2,0,0,1.4,1,0,0
2020,488.0,29,9,64,1,36000.0,3,1,0,0,1.6,1,0,0
2016,1430.0,0,3,15,1,56000.0,4,6,0,0,2.0,0,3,1
2012,505.0,6,12,138,1,150000.0,3,2,1,1,2.5,0,1,1
2008,815.0,0,6,43,0,149000.0,1,2,0,0,3.6,0,3,1
2010,305.0,0,11,36,0,90000.0,0,1,0,0,1.6,0,0,2
2008,210.0,0,14,42,1,12359.0,2,0,0,1,2.5,1,2,4
2018,458.0,0,2,53,1,45000.0,2,0,0,0,1.4,0,0,0
2018,7380.0,0,7,77,0,20000.0,3,2,0,0,3.0,0,3,1
2018,330.0,1,2,37,1,0.0,0,5,0,0,1.25,0,0,0
2018,378.0,25,0,17,1,0.0,0,0,0,0,1.5,1,0,0
1993,75.0,18,15,266,0,28000.0,0,0,0,0,0.8,1,0,2
2017,845.0,35,0,6,0,25000.0,3,6,2,0,2.7,0,1,1
2015,455.0,0,0,21,1,65000.0,12,2,2,0,2.0,0,1,3
2018,870.0,0,0,6,0,0.0,2,4,2,0,2.7,0,1,1
2020,870.0,0,5,7,1,16000.0,4,4,0,0,2.0,0,1,0
2020,486.0,1,0,17,1,88000.0,3,9,0,0,1.5,0,0,0
2018,970.0,0,2,2,1,62000.0,3,2,1,1,2.2,0,2,1
2007,235.0,0,12,160,1,0.0,4,1,1,0,3.0,1,2,1
2016,980.0,0,3,4,1,39000.0,3,2,0,0,2.0,0,1,0
2018,790.0,0,11,46,1,70100.0,1,1,0,0,2.5,0,0,1
2018,795.0,10,8,212,0,700000.0,6,6,1,0,2.5,0,2,1
2016,495.0,6,9,64,1,60000.0,3,2,0,0,2.0,0,0,0
2011,399.0,0,4,81,1,0.0,2,2,0,0,1.8,0,0,0
2019,625.0,0,9,64,1,23689.0,2,7,0,0,2.0,0,0,0
2000,110.0,0,0,56,1,200000.0,4,8,2,0,1.8,1,1,1
2017,538.0,0,2,23,1,0.0,2,4,0,0,2.0,0,0,0
2018,785.0,6,2,69,1,0.0,2,2,0,0,2.0,0,0,3
2019,509.0,0,0,17,1,28000.0,6,2,0,0,1.5,0,0,0
2011,120.0,39,9,25,1,0.0,1,1,0,0,1.1,1,0,2
2019,815.0,0,8,157,1,0.0,2,1,1,0,2.5,0,2,1
2018,639.0,0,14,42,0,19000.0,5,0,0,1,2.2,0,1,4
2014,190.0,57,9,25,1,0.0,0,4,0,0,1.25,1,0,2
2017,510.0,27,0,22,0,50000.0,1,1,0,0,1.5,0,0,2
2015,530.0,0,13,177,0,0.0,11,1,0,1,2.8,0,2,4
2007,55.0,1,15,30,1,0.0,0,0,0,0,0.8,1,0,2
2015,475.0,29,9,57,1,75000.0,0,3,0,0,2.0,0,0,0
